SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;INCLUDEDBYMOEX;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;EVENINGSESSION;MORNINGSESSION;WAPRICE;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;REPLBOND;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0;FULLCOVERED
RU000A1032D7;Маныч01;Маныч-Агро 01;Биржевые облигации;RU000A1032D7;4B02-01-00031-L;3;750;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;25.04.2025;;;94;0;0;4;0;0;96,41;28,76;25.10.2024;12;22,44;81;10;91;30.04.2021;1000;;30.04.2021;False;192;;"общество с ограниченной ответственностью ""Маныч-Агро""";6166018099;1;96,32;742,37;0;1484,74;0;1484,74;0;1484,74;100;;;;;100;100;1
RU000A1032K2;СберИОС438;СберИОС 001Р-438R 5Г SBRIF ИНД;Биржевые облигации;RU000A1032K2;4B02-452-01481-B-001P;3;1000;RUB;186902;0;0;TQCB;Т+: Облигации - безадрес.;03.06.2026;;;;1;0;;0;0;;;03.06.2026;0,01;0,5;1237;596;1833;27.05.2021;1000;;27.05.2021;False;596;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;118,84;1188,4;0;2376,8;0;2376,8;0;2376,8;100;;;;;100;100;1
RU000A1032L0;СберИОС440;СберИОС 001Р-440R 7Г СШАМ ИНД;Биржевые облигации;RU000A1032L0;4B02-453-01481-B-001P;3;1000;RUB;220858;0;0;TQCB;Т+: Облигации - безадрес.;02.06.2028;;;;1;0;;0;0;;;02.06.2028;0,01;0,7;1236;1326;2562;28.05.2021;1000;;28.05.2021;False;1326;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;73,36;733,6;0;1467,2;0;1467,2;0;1467,2;100;;;;;100;100;1
RU000A1032N6;СберИОС436;СберИОС 001Р-436R 5Y СМШ;Биржевые облигации;RU000A1032N6;4B02-451-01481-B-001P;3;1000;RUB;374817;0;0;TQCB;Т+: Облигации - безадрес.;04.06.2026;;;595;1;0;;0;0;91,62;0;04.06.2026;0,01;0,5;1236;597;1833;28.05.2021;1000;;28.05.2021;False;597;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;91,57;915,7;0;1831,4;0;1831,4;0;1831,4;100;;;;;100;100;1
RU000A1032P1;ВТБРКС01;ООО «СФО ВТБ РКС-1 »;Корпоративные облигации;RU000A1032P1;4-01-00586-R;1;788,04;RUB;35000000;0;0;TQCB;Т+: Облигации - безадрес.;01.12.2030;;;1731;0;0;12;0;0;88,03;25,79;01.11.2024;8;5,35;14;17;31;10.06.2021;1000;;10.06.2021;False;2238;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество ВТБ РКС-1""";9704018755;1;88,07;696,45;208,94;1183,97;104,47;1288,43;0;1392,9;70;60000;85;300000;100;10;10;0
RU000A1032X5;ТЕХЛиз 1P4;ТЕХНО Лизинг 001P-04;Биржевые облигации;RU000A1032X5;4B02-04-00455-R-001P;3;1000;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;16.04.2026;;;438;0;0;12;0;0;81,66;31,27;23.10.2024;10,75;8,84;22;8;30;12.05.2021;1000;;12.05.2021;False;548;;"Общество с ограниченной ответственностью ""ТЕХНО Лизинг""";7723609647;1;81,62;822,68;0;1645,36;0;1645,36;0;1645,36;100;;;;;13;10;1
RU000A103372;Систем1P20;АФК Система БО 001P-20;Биржевые облигации;RU000A103372;4B02-20-01669-A-001P;1;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2031;;;522;0;0;2;0;0;81,06;24,76;06.11.2024;8,2;40,89;160;22;182;12.05.2021;1000;;12.05.2021;False;2388;11.05.2026;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;81,13;847,25;423,63;1270,88;211,81;1482,69;0;1694,5;50;60000;75;300000;100;10;10;0
RU000A1033B9;Якут-35015;Республика Саха (Якутия) 35015;Региональные облигации;RU000A1033B9;RU35015RSY0;1;800;RUB;6500000;0;0;TQCB;Т+: Облигации - безадрес.;08.05.2028;;;730;0;0;4;0;0;80,41;19,24;11.11.2024;7,25;14,46;64;27;91;17.05.2021;1000;;17.05.2021;False;1301;;Министерство финансов Республики Саха (Якутия);1435027673;1;80,26;652,25;560,94;743,57;541,37;763,13;521,8;782,7;14;130000;17;650000;20;10;10;0
RU000A1033Z8;sМГор74-об;Гор.Обл.Займ Москвы 74 в.;Региональные облигации;RU000A1033Z8;RU26074MOS0;1;1000;RUB;70000000;1;0;TQCB;Т+: Облигации - безадрес.;18.05.2028;;;1100;0;0;2;0;0;71,68;19,37;21.11.2024;7,38;36,8;145;37;182;27.05.2021;1000;;27.05.2021;False;1311;;Правительство Москвы;7710152113;1;71,59;745,22;640,89;849,55;618,53;871,91;596,18;894,26;14;1400000;17;7000000;20;10;10;0
RU000A1034H4;ВТБ Б1-227;Банк ВТБ (ПАО) Б-1-227;Биржевые облигации;RU000A1034H4;4B02-227-01000-B-001P;3;1000;RUB;153012;0;0;TQCB;Т+: Облигации - безадрес.;15.11.2026;;;759;0;0;2;0;0;;;07.11.2024;0,01;0,05;159;23;182;09.11.2023;1000;;09.11.2023;False;761;;Банк ВТБ (публичное акционерное общество);7702070139;1;72,89;728,94;0;1457,88;0;1457,88;0;1457,88;100;;;;;100;100;1
RU000A1034K8;RUS-36 EUR;ГОВОЗ РФ 12978104V (RU);Еврооблигации МинФина;RU000A1034K8;12978104V;1;100000;EUR;10000;1;1;TQOE;Т+: Облигации (EUR) - безадрес.;27.05.2036;;;;0;0;1;1;0;;;27.05.2025;2,65;2650;141;224;365;27.05.2021;100000;;31.05.2021;False;4242;;Министерство финансов Российской Федерации;7710168360;1;50,44;5428668,98;3800068,29;7057269,67;3257201,39;7600136,57;2171467,59;8685870,37;30;112;40;560;60;30;30;1
RU000A1034P7;ВТБСУБТ1-5;Банк ВТБ ПАО СУБ-Т1-5;Корпоративные облигации;RU000A1034P7;4-05-01000-B-001P;3;10000000;RUB;8750;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;2;0;0;;;20.11.2024;10;498630,14;146;36;182;26.05.2021;10000000;Субординированные облигации;26.05.2021;False;;;Банк ВТБ (публичное акционерное общество);7702070139;1;49,17;5317000;0;10634000;0;10634000;0;10634000;100;;;;;55;33;1
RU000A1034Q5;ВТБСУБТ1-6;Банк ВТБ ПАО СУБ-Т1-6;Корпоративные облигации;RU000A1034Q5;4-06-01000-B-001P;3;10000000;RUB;750;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;2;0;0;;;20.11.2024;19,75;984794,52;146;36;182;26.05.2021;10000000;Субординированные облигации;26.05.2021;False;;;Банк ВТБ (публичное акционерное общество);7702070139;1;75,88;8378000;0;16756000;0;16756000;0;16756000;100;;;;;51;30;1
RU000A1034X1;ЛТрейд 1P3;Лизинг-Трейд 001P-03;Биржевые облигации;RU000A1034X1;4B02-03-00506-R-001P;3;1000;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2026;;;367;0;0;12;0;0;87,31;27,46;06.11.2024;11;9,04;8;22;30;26.05.2021;1000;;26.05.2021;False;562;;"Общество с ограниченной ответственностью ""Лизинг-Трейд""";1655096633;1;87,27;875,11;0;1750,22;0;1750,22;0;1750,22;100;;;;;100;100;1
RU000A103539;СберИОС445;СберИОС 001Р-445R 5Y СМШ;Биржевые облигации;RU000A103539;4B02-455-01481-B-001P;3;1000;RUB;321087;0;0;TQCB;Т+: Облигации - безадрес.;24.06.2026;;;616;1;0;;0;0;86,41;0;24.06.2026;0,01;0,5;1216;617;1833;17.06.2021;1000;;17.06.2021;False;617;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,46;864,6;0;1729,2;0;1729,2;0;1729,2;100;;;;;100;100;1
RU000A103588;СберИОС446;СберИОС 001Р-446R 5Г SBRIF ИНД;Биржевые облигации;RU000A103588;4B02-457-01481-B-001P;3;1000;RUB;280085;0;0;TQCB;Т+: Облигации - безадрес.;25.06.2026;;;;1;0;;0;0;;;25.06.2026;0,01;0,5;1215;618;1833;18.06.2021;1000;;18.06.2021;False;618;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;117,04;1170,4;0;2340,8;0;2340,8;0;2340,8;100;;;;;100;100;1
RU000A103596;СберИОС447;СберИОС 001Р-447R 7Г РБЧ;Биржевые облигации;RU000A103596;4B02-458-01481-B-001P;3;1000;RUB;480185;0;0;TQCB;Т+: Облигации - безадрес.;22.06.2028;;;1345;1;0;;0;0;;;22.06.2028;0,01;0,7;1215;1346;2561;18.06.2021;1000;;18.06.2021;False;1346;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;58,77;587,7;0;1175,4;0;1175,4;0;1175,4;100;;;;;100;100;1
RU000A1035H1;РЕСОЛизБП1;РЕСО-Лизинг ООО БО-П-01;Биржевые облигации;RU000A1035H1;4B02-01-36419-R-001P;2;1000;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;19.05.2031;;;217;0;0;2;0;0;;;25.11.2024;8;39,89;141;41;182;31.05.2021;1000;;31.05.2021;False;2407;29.05.2025;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;90,86;939,5;469,75;1409,25;234,88;1644,13;0;1879;50;100000;75;500000;100;10;10;0
RU000A1035Y6;ОткрФКБП08;ПАО ОТКРЫТИЕ ФК Банк БО-П08;Биржевые облигации;RU000A1035Y6;4B02-15-02209-B-001P;1;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;04.06.2026;;;595;0;0;2;0;0;;;05.12.2024;0,01;0,05;131;51;182;10.06.2021;1000;;10.06.2021;False;597;;"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""";7706092528;1;74,7;747,04;702,22;791,86;679,81;814,27;657,4;836,68;6;200000;9;1000000;12;6;6;0
RU000A103604;ЭНИКА 1Р02;ЭНЕРГОНИКА 001Р-02;Биржевые облигации;RU000A103604;4B02-02-00518-R-001P;3;400;RUB;100000;0;0;TQCB;Т+: Облигации - безадрес.;26.05.2026;;;321;0;0;4;0;0;87,77;31,04;26.11.2024;13;12,96;49;42;91;01.06.2021;1000;;01.06.2021;False;588;;"Общество с ограниченной ответственностью ""ЭНЕРГОНИКА""";7709938216;1;88,39;360,54;0;721,08;0;721,08;0;721,08;100;;;;;100;100;1
RU000A103646;ВТБС1-24;Банк ВТБ С-1-24 (структурные);Корпоративные облигации;RU000A103646;6-24-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;16.09.2028;;;;1;0;;0;0;;;16.09.2028;;;756;1432;2188;20.09.2022;1000;Структурные облигации;;False;1432;;Банк ВТБ (публичное акционерное общество);7702070139;1;86,01;860,1;0;1720,2;0;1720,2;0;1720,2;100;;;;;100;100;1
RU000A103661;Сбер Sb27R;Сбербанк ПАО 001Р-SBER27;Биржевые облигации;RU000A103661;4B02-459-01481-B-001P;1;1000;RUB;7000000;1;0;TQCB;Т+: Облигации - безадрес.;15.06.2026;;;564;0;0;2;0;0;84,4;19,58;16.12.2024;7,4;36,9;120;62;182;21.06.2021;1000;;21.06.2021;False;608;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;84,37;868,03;755,19;980,87;729,15;1006,91;703,1;1032,96;13;140000;16;700000;19;10;10;0
RU000A1036S6;ФСК РС1Р3;ФСК Россети ПАО БО 001P-03R;Биржевые облигации;RU000A1036S6;4B02-03-65018-D-001P;1;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;21.05.2036;;;;0;0;4;0;0;;;04.12.2024;7,5;18,7;41;50;91;09.06.2021;1000;;09.06.2021;False;4236;05.06.2028;"Публичное акционерное общество ""Федеральная сетевая компания - Россети""";4716016979;1;74,97;758,12;621,66;894,58;598,91;917,33;576,17;940,07;18;200000;21;1000000;24;18;10;0
RU000A1036X6;ВитаЛ 1Р03;Вита Лайн 001Р-03;Биржевые облигации;RU000A1036X6;4B02-03-00510-R-001P;3;1000;RUB;600000;0;0;TQCB;Т+: Облигации - безадрес.;29.05.2025;;;218;0;0;4;0;0;93,99;22,2;28.11.2024;10;24,93;47;44;91;03.06.2021;1000;;03.06.2021;False;226;;"Общество с ограниченной ответственностью ""Вита Лайн""";6367052981;1;94,01;952,98;0;1905,96;0;1905,96;0;1905,96;100;;;;;10;10;1
RU000A103760;ХКФБанкБ04;"""ХКФ Банк"" ООО БО-04";Биржевые облигации;RU000A103760;4B020400316B;1;1000;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;01.06.2026;;;551;0;0;4;0;0;80,47;24,68;02.12.2024;8;19,95;43;48;91;07.06.2021;1000;;07.06.2021;False;594;;"Общество с ограниченной ответственностью ""Хоум Кредит энд Финанс Банк""";7735057951;1;80,59;815,32;407,66;1222,98;203,83;1426,81;0;1630,64;50;60000;75;300000;100;16;10;0
RU000A1037E4;СИЛ 1P03;СпецИнвестЛизинг 001P-03;Биржевые облигации;RU000A1037E4;4B02-03-00489-R-001P;3;187,5;RUB;250000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;17.05.2025;;;118;0;1;12;0;0;96;24,95;19.10.2024;10;1,54;26;4;30;07.06.2021;1000;;07.06.2021;False;214;;"Общество с ограниченной ответственностью ""СпецИнвестЛизинг""";7730665201;1;95,94;181,23;0;362,46;0;362,46;0;362,46;100;;;;;100;100;1
RU000A1037F1;АЛЬФАБ2Р13;АЛЬФА-БАНК Б2Р13;Биржевые облигации;RU000A1037F1;4B02-13-01326-B-002P;1;1000;RUB;20000000;1;0;TQCB;Т+: Облигации - безадрес.;10.12.2024;;;;0;0;2;0;0;;;10.12.2024;7,3;36,6;127;56;183;08.06.2021;1000;;08.06.2021;False;56;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;98,09;1006,3;930,83;1081,77;900,64;1111,96;870,45;1142,15;7,5;400000;10,5;2000000;13,5;7,5;7,5;0
RU000A1037P0;Экспо02ВК;Экспобанк 02ВК;Корпоративные облигации;RU000A1037P0;4-05-02998-B;3;150000;USD;400;0;1;TQOD;Т+: Облигации (USD) - безадрес.;;;;;1;0;2;0;0;;;03.12.2024;7,5;5609,59;133;49;182;08.06.2021;150000;Субординированные облигации;08.06.2021;False;;;"Акционерное общество ""Экспобанк""";7708397772;1;99,91;14796294,48;0;29592588,96;0;29592588,96;0;29592588,96;100;;;;;100;100;1
RU000A103828;ЭТС 1Р04;ЭнергоТехСервис 001Р-04;Биржевые облигации;RU000A103828;4B02-04-00490-R-001P;3;397;RUB;1500000;0;0;TQCB;Т+: Облигации - безадрес.;05.06.2025;;;179;0;0;4;0;0;94,09;24,47;05.12.2024;9,9;9,8;40;51;91;10.06.2021;1000;;10.06.2021;False;233;;"Общество с ограниченной ответственностью ""Энерготехсервис""";7203126844;1;94,04;377,65;0;755,3;0;755,3;0;755,3;100;;;;;10;10;1
RU000A1038D4;ТрансмхПБ6;Трансмашхолдинг АО ПБО-06;Биржевые облигации;RU000A1038D4;4B02-06-35992-H-001P;2;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;05.06.2026;;;550;0;0;2;0;0;82,59;22,26;06.12.2024;8,05;40,14;130;52;182;11.06.2021;1000;;11.06.2021;False;598;;"акционерное общество ""Трансмашхолдинг""";7723199790;1;82,46;853,27;255,98;1450,56;127,99;1578,55;0;1706,54;70;60000;85;300000;100;12;10;0
RU000A1038M5;ГТЛК 1P-20;ГТЛК БО 001P-20;Биржевые облигации;RU000A1038M5;4B02-20-32432-H-001P;1;1000;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;28.05.2036;;;1625;0;0;4;0;0;95,98;57,24;11.12.2024;20,15;50,24;34;57;91;16.06.2021;1000;;16.06.2021;False;4243;;"акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1;95,7;975,77;907,47;1044,07;878,19;1073,35;848,92;1102,62;7;140000;10;700000;13;7;7;0
RU000A1038U8;Сбер Sb28R;Сбербанк ПАО 001Р-SBER28;Биржевые облигации;RU000A1038U8;4B02-460-01481-B-001P;1;1000;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;15.06.2026;;;;0;0;2;0;0;;;16.12.2024;7,4;36,9;120;62;182;21.06.2021;1000;;21.06.2021;False;608;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;84,16;865,93;753,36;978,5;727,38;1004,48;701,4;1030,46;13;300000;16;1500000;19;10;10;0
RU000A103943;Аэрофл БО1;Аэрофлот-росс.авиалин.ПАО БО-1;Биржевые облигации;RU000A103943;4B02-01-00010-A-001P;1;1000;RUB;24650000;0;0;TQCB;Т+: Облигации - безадрес.;11.06.2026;;;560;0;0;4;0;0;83,37;22,06;12.12.2024;8,35;20,82;33;58;91;17.06.2021;1000;;17.06.2021;False;604;;"Публичное акционерное общество ""Аэрофлот – российские авиалинии""";7712040126;1;83,3;840,55;252,17;1428,94;126,08;1555,02;0;1681,1;70;60000;85;300000;100;12;10;0
RU000A103968;СберИОС401;СберИОС 001Р-401R 5Г SBERESGR;Биржевые облигации;RU000A103968;4B02-407-01481-B-001P;3;1000;RUB;216261;0;0;TQCB;Т+: Облигации - безадрес.;03.07.2026;;;;1;0;;0;0;;;03.07.2026;0,01;0,5;1204;626;1830;29.06.2021;1000;;29.06.2021;False;626;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;71,06;710,6;0;1421,2;0;1421,2;0;1421,2;100;;;;;100;100;1
RU000A103976;СберИОС416;СберИОС 001Р-416R 7Г ВЗР ИНД;Биржевые облигации;RU000A103976;4B02-422-01481-B-001P;3;1000;RUB;71480;0;0;TQCB;Т+: Облигации - безадрес.;05.07.2028;;;;1;0;;0;0;;;05.07.2028;0,01;0,7;1204;1359;2563;29.06.2021;1000;;29.06.2021;False;1359;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;73,76;737,6;0;1475,2;0;1475,2;0;1475,2;100;;;;;100;100;1
RU000A1039A8;ГазпромК 2;Газпром капитал ООО 001Б-02;Корпоративные облигации;RU000A1039A8;4-02-36400-R-001P;3;1000000;RUB;60000;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;2;0;0;82;29,12;20.12.2024;8,45;42134,25;116;66;182;25.06.2021;1000000;;25.06.2021;False;;;"Общество с ограниченной ответственностью ""Газпром капитал""";7726588547;1;81,96;846454,79;609447,45;1083462,13;584053,81;1108855,77;558660,16;1134249,42;28;1200;31;6000;34;12;10;0
RU000A103AF7;СберИОС450;СберИОС 001Р-450R 5Y СМШ;Биржевые облигации;RU000A103AF7;4B02-461-01481-B-001P;3;1000;RUB;273177;0;0;TQCB;Т+: Облигации - безадрес.;20.07.2026;;;642;1;0;;0;0;;;20.07.2026;0,01;0,5;1190;643;1833;13.07.2021;1000;;13.07.2021;False;643;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;84,46;844,6;0;1689,2;0;1689,2;0;1689,2;100;;;;;100;100;1
RU000A103AM3;СберИОС435;СберИОС 001Р-435R 5Г SBERESGR;Биржевые облигации;RU000A103AM3;4B02-464-01481-B-001P;3;1000;RUB;105362;0;0;TQCB;Т+: Облигации - безадрес.;23.07.2026;;;;1;0;;0;0;;;23.07.2026;0,01;0,5;1184;646;1830;19.07.2021;1000;;19.07.2021;False;646;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;71,97;719,7;0;1439,4;0;1439,4;0;1439,4;100;;;;;100;100;1
RU000A103AP6;СберИОС449;СберИОС 001Р-449R 7Г РБЧ-М;Биржевые облигации;RU000A103AP6;4B02-465-01481-B-001P;3;1000;RUB;359005;0;0;TQCB;Т+: Облигации - безадрес.;24.07.2028;;;1377;1;0;;0;0;;;24.07.2028;0,01;0,7;1184;1378;2562;19.07.2021;1000;;19.07.2021;False;1378;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;67,98;679,8;0;1359,6;0;1359,6;0;1359,6;100;;;;;100;100;1
RU000A103AT8;sАтомэнп01;Атомэнергопром АО 001Р-01;Биржевые облигации;RU000A103AT8;4B02-01-55319-E-001P;2;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;19.06.2026;;;567;0;0;2;0;0;83,61;20,32;20.12.2024;7,5;37,4;116;66;182;25.06.2021;1000;;25.06.2021;False;612;;"акционерное общество ""Атомный энергопромышленный комплекс""";7706664260;1;83,51;858,94;773,05;944,83;747,28;970,6;721,51;996,37;10;200000;13;1000000;16;10;10;0
RU000A103AZ5;СберСIB18;Сбер СIB-CO-18 (структурные);Корпоративные облигации;RU000A103AZ5;6-18-01793-A;;1000;RUB;96139;0;0;OCTR;ОТС: Облигации Т+ - безадресные;16.07.2026;;;;1;0;;0;0;;;16.07.2026;0,01;0,5;1203;639;1842;30.06.2021;1000;Структурные облигации;;False;639;;"Акционерное общество ""Сбербанк КИБ""";7710048970;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A103C04;КруизБО-01;Круиз ООО БО-01;Биржевые облигации;RU000A103C04;4B02-01-00563-R;3;700;RUB;50000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;11.06.2025;;;210;0;1;12;0;0;93,74;25,94;13.11.2024;12;6,9;1;29;30;02.07.2021;1000;;02.07.2021;False;239;;"Общество с ограниченной ответственностью ""Круиз""";7816349286;1;93,69;656,06;0;1312,12;0;1312,12;0;1312,12;100;;;;;100;100;1
RU000A103C53;РЕСОЛиБП11;РЕСО-Лизинг ООО БО-П-11;Биржевые облигации;RU000A103C53;4B02-11-36419-R-001P;2;1000;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;20.06.2031;;;1399;0;0;2;0;0;97,31;20,88;27.12.2024;18,6;92,75;109;73;182;02.07.2021;1000;;02.07.2021;False;2439;;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;97,17;1027,25;924,53;1129,98;770,44;1284,06;616,35;1438,15;10;140000;25;700000;40;10;10;0
RU000A103C87;СберИОС454;СберИОС 001Р-454R 5Y СМШ;Биржевые облигации;RU000A103C87;4B02-467-01481-B-001P;3;1000;RUB;573589;0;0;TQCB;Т+: Облигации - безадрес.;06.08.2026;;;658;1;0;;0;0;;;06.08.2026;0,01;0,5;1173;660;1833;30.07.2021;1000;;30.07.2021;False;660;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;82,96;829,6;0;1659,2;0;1659,2;0;1659,2;100;;;;;100;100;1
RU000A103C95;Систем1P21;АФК Система БО 001P-21;Биржевые облигации;RU000A103C95;4B02-21-01669-A-001P;1;1000;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;23.06.2031;;;573;0;0;2;0;0;79,97;24,61;30.12.2024;8,4;41,88;106;76;182;05.07.2021;1000;;05.07.2021;False;2442;02.07.2026;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;79,81;822,49;411,25;1233,74;205,62;1439,36;0;1644,98;50;60000;75;300000;100;11;10;0
RU000A103CG1;ВТБС-1-28;Банк ВТБ С-1-28 (структурные);Корпоративные облигации;RU000A103CG1;6-48-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;10.11.2028;;;;1;0;;0;0;;;10.11.2028;;0,01;1077;1487;2564;03.11.2021;1000;Структурные облигации;;False;1487;;Банк ВТБ (публичное акционерное общество);7702070139;1;21,58;215,8;0;431,6;0;431,6;0;431,6;100;;;;;100;100;1
RU000A103CH9;ВТБС-1-26;Банк ВТБ С-1-26 (структурные);Корпоративные облигации;RU000A103CH9;6-46-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;04.09.2029;;;;1;0;;0;0;;;04.09.2029;;0,01;1138;1785;2923;03.09.2021;1000;Структурные облигации;;False;1785;;Банк ВТБ (публичное акционерное общество);7702070139;1;14,94;149,4;0;298,8;0;298,8;0;298,8;100;;;;;100;100;1
RU000A103CJ5;ВТБС-1-27;Банк ВТБ С-1-27 (структурные);Корпоративные облигации;RU000A103CJ5;6-47-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;09.11.2029;;;;1;0;;0;0;;;09.11.2029;;0,01;1077;1851;2928;03.11.2021;1000;Структурные облигации;;False;1851;;Банк ВТБ (публичное акционерное общество);7702070139;1;22,51;225,1;0;450,2;0;450,2;0;450,2;100;;;;;100;100;1
RU000A103CL1;ВТБС-1-29;Банк ВТБ С-1-29 (структурные);Корпоративные облигации;RU000A103CL1;6-49-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;21.11.2028;;;;1;0;;0;0;;;21.11.2028;;;1061;1498;2559;19.11.2021;1000;Структурные облигации;;False;1498;;Банк ВТБ (публичное акционерное общество);7702070139;1;22,1;221;0;442;0;442;0;442;100;;;;;100;100;1
RU000A103CM9;ВТБС-1-30;Банк ВТБ С-1-30 (структурные);Корпоративные облигации;RU000A103CM9;6-50-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;20.11.2029;;;;1;0;;0;0;;;20.11.2029;;;1061;1862;2923;19.11.2021;1000;Структурные облигации;;False;1862;;Банк ВТБ (публичное акционерное общество);7702070139;1;22,84;228,4;0;456,8;0;456,8;0;456,8;100;;;;;100;100;1
RU000A103CP2;СберИОС455;СберИОС 001Р-455R 7Г РБЧ-М;Биржевые облигации;RU000A103CP2;4B02-468-01481-B-001P;3;1000;RUB;205356;0;0;TQCB;Т+: Облигации - безадрес.;03.08.2028;;;;1;0;;0;0;;;03.08.2028;0,01;0,7;1174;1388;2562;29.07.2021;1000;;29.07.2021;False;1388;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;61,15;611,5;0;1223;0;1223;0;1223;100;;;;;100;100;1
RU000A103CR8;СберИОС456;СберИОС 001Р-456R 5Г DEF ИНД;Биржевые облигации;RU000A103CR8;4B02-469-01481-B-001P;3;1000;RUB;58413;0;0;TQCB;Т+: Облигации - безадрес.;05.08.2026;;;;1;0;;0;0;;;05.08.2026;0,01;0,5;1174;659;1833;29.07.2021;1000;;29.07.2021;False;659;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,75;987,5;0;1975;0;1975;0;1975;100;;;;;100;100;1
RU000A103D37;ИА ТБ1А;ИА ТБ-1 кл.А;Биржевые облигации;RU000A103D37;4B02-01-00034-L;3;102,3;RUB;5622500;0;0;TQCB;Т+: Облигации - безадрес.;23.03.2034;;;2423;0;0;4;0;0;96,03;33,76;23.12.2024;7,9;2,01;22;69;91;08.07.2021;1000;Облигации с ипотечным покрытием;08.07.2021;False;3446;;"Общество с ограниченной ответственностью ""Ипотечный агент ТБ-1""";9705137995;1;96,03;98,73;0;197,46;0;197,46;0;197,46;100;;;;;10;10;1
